Food Name,Food Group,Food Sub Group,Per Serving ,Energy (kcal),Protein (g),Total Fat (g),Carbo (g)
"2-in-1 coffee powder, with creamer",BEVERAGES,Non-alcoholic beverages,Packet (12g),56.28,0.82,2.44,7.79
"2-in-1 coffee powder, with sugar",BEVERAGES,Non-alcoholic beverages,Sachet (15g),60.6,0.87,0.45,13.28
3 in 1 ready to drink coffee instant,BEVERAGES,Non-alcoholic beverages,Can (240g),81.6,2.4,1.92,14.16
"3-in-1 coffee powder, low sugar",BEVERAGES,Non-alcoholic beverages,Sachet (17g),74.63,0.78,2.04,13.29
Apricot nectar juice drink,BEVERAGES,Non-alcoholic beverages,Cup (265g),136.93,0.8,0,34.19
Black tea (no sugar),BEVERAGES,Non-alcoholic beverages,Cup (250g),2.5,0.25,0,0.25
Brewed coffee,BEVERAGES,Non-alcoholic beverages,1 portion (155g),3.7,0.16,0,0.62
Caramel macchiato,BEVERAGES,Non-alcoholic beverages,Cup (500g),523.85,17.3,26.3,50
Celery juice,BEVERAGES,Non-alcoholic beverages,Cup (249g),29.76,1.49,0.25,2.99
"Cheese foam bubble tea, no topping, 0% sugar",BEVERAGES,Non-alcoholic beverages,Cup (389g),182.83,3.11,15.56,7.78
Chocolate chip frappuccino,BEVERAGES,Non-alcoholic beverages,Cup (500g),587.8,14.75,32.9,61.5
Chocolate chip frappuccino with whipped cream,BEVERAGES,Non-alcoholic beverages,Cup (500g),606.05,14.8,35.2,60.8
Chocolate milk bubble tea,BEVERAGES,Non-alcoholic beverages,Cup (484g),319.44,1.94,4.84,66.79
Coffee and chocolate chip frappuccino,BEVERAGES,Non-alcoholic beverages,Cup (500g),416.85,11.75,23.45,41.95
Coffee and chocolate chip frappuccino with whipped cream,BEVERAGES,Non-alcoholic beverages,Mug (500g),478,11.95,28.85,41.25
"Coffee powder, instant",BEVERAGES,Non-alcoholic beverages,Teaspoon (3g),10.23,0.35,0,2.2
"Coffee, decaffeinated, instant, powder",BEVERAGES,Non-alcoholic beverages,Teaspoon (2g),4.47,0.23,0,0.85
Cream soda,BEVERAGES,Non-alcoholic beverages,Can (330g),169.57,,0,43.89
"Drink mix, orange flavor, powder",BEVERAGES,Non-alcoholic beverages,Cup (207g),803.16,,2.55,194.81
Espresso,BEVERAGES,Non-alcoholic beverages,1 portion (30g),0.6,0.04,0.05,0
Fruit punch,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),125,0.25,0.5,30.5
Ginger ale,BEVERAGES,Non-alcoholic beverages,Can (330g),111.21,0,0,28.71
Green tea (no sugar),BEVERAGES,Non-alcoholic beverages,Cup (250g),5,0.5,0,0.5
Green tea frappuccino,BEVERAGES,Non-alcoholic beverages,Cup (500g),244.55,8.3,8.8,34.7
Green tea frappuccino with whipped cream,BEVERAGES,Non-alcoholic beverages,Cup (500g),268.25,8.45,11.45,34.55
Guava nectar juice,BEVERAGES,Non-alcoholic beverages,Mug (214g),111.28,0.21,0.21,28.46
Horlick dinosaur,BEVERAGES,Non-alcoholic beverages,Mug (450g),449.42,13.86,8.78,78.61
Hot chocolate,BEVERAGES,Non-alcoholic beverages,Cup (500g),422.75,19.95,19.95,34.65
Hot chocolate with whipped cream,BEVERAGES,Non-alcoholic beverages,Cup (500g),467,21,25.3,34.3
Ice limau,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),73.25,0.5,0.38,17.58
Ice teh o limau,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),76.88,0.53,0.4,17.85
Ice teh o longan,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),74.35,0.2,0.03,18.6
Ice teh o lychee,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),74.2,0.2,0.3,18.6
Iced lemon tea,BEVERAGES,Non-alcoholic beverages,Cup (259g),87.28,0.26,0,22.02
Kopi C,BEVERAGES,Non-alcoholic beverages,Cup (194g),87.3,2.52,2.33,14.16
"Milk tea no toppings, 0% sugar",BEVERAGES,Non-alcoholic beverages,Cup (460g),156.4,1.38,13.66,6.9
"Milk tea with pearls, 0% sugar",BEVERAGES,Non-alcoholic beverages,Cup (478g),259.08,0.48,10.32,40.63
"Milk tea, bottled",BEVERAGES,Non-alcoholic beverages,Bottle (500g),185,4.5,3,35
"Milk tea, no toppings, 100% sugar",BEVERAGES,Non-alcoholic beverages,Cup (470g),296.1,0.47,14.57,40.89
Milo Godzilla,BEVERAGES,Non-alcoholic beverages,Mug (500g),474.57,12.33,19.31,62.96
Milo dinosaur,BEVERAGES,Non-alcoholic beverages,Mug (450g),356.9,11.29,9.72,56.12
"Milo powder, Australia",BEVERAGES,Non-alcoholic beverages,Cup (85g),326.4,10.71,8.92,50.83
"Milo, 3-in-1, powder",BEVERAGES,Non-alcoholic beverages,Sachet (30g),123.3,2.61,3.18,20.97
"Milo, ready-to-drink",BEVERAGES,Non-alcoholic beverages,Packet (250g),150,4.25,3.75,23.75
Orange and mango juice drink,BEVERAGES,Non-alcoholic beverages,Cup (263g),117.04,0.53,0,29.72
"Orange flavour drink, breakfast type, fortified, powder",BEVERAGES,Non-alcoholic beverages,Teaspoon (24g),92.64,0.02,0.02,23.69
Orange juice,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),97.5,1.75,0,22.75
"Orange juice, fortified with calcium",BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),97.5,1.5,0,23
Root beer float,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (300g),196.71,1.71,5.25,36.54
Soya bean drink,BEVERAGES,Non-alcoholic beverages,Packet (250g),157.75,3.25,5.5,24
Sugar cane juice,BEVERAGES,Non-alcoholic beverages,Cup (425g),114.75,0,0.21,28.05
"Tea, powder, unsweetened, instant",BEVERAGES,Non-alcoholic beverages,Teaspoon (.7g),2.21,0.14,0,0.35
Teh,BEVERAGES,Non-alcoholic beverages,Cup (260g),153.4,2.34,2.86,23.92
Thai green milk tea,BEVERAGES,Non-alcoholic beverages,Cup (517g),237.82,2.59,7.81,39.29
Thai milk tea,BEVERAGES,Non-alcoholic beverages,Cup (527g),300.39,2.64,10.38,49.54
Wheatgrass drink,BEVERAGES,Non-alcoholic beverages,Packet (250g),85,0.25,0,21
Beef banh mi,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (224g),425.6,29.34,14.4,44.8
"Biscuit, alphabet",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Cup (70g),301.65,4.55,6.51,56.28
"Biscuit, chocolate",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (21g),96.37,1.6,2.9,15.98
"Biscuit, chocolate chip",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (11g),54.45,0.69,2.64,7.07
"Biscuit, cream cracker (old)",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (9g),38.61,0.8,1.16,6.53
"Biscuit, flavoured",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (2.5g),12.43,0.24,0.6,1.48
"Biscuit, lemon puff",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (12g),54.72,0.5,2.06,8.52
"Biscuit, marie",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (7g),30.87,0.5,0.78,5.46
"Biscuit, ovaltine",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Whole (7.6g),36.57,0.6,1.4,5.4
"Biscuit, peanuts and coconut",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (21g),94.5,1.97,3.3,14.24
"Biscuit, savoury, cheese-flavoured",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (2.2g),10.74,0.28,0.49,1.27
"Biscuit, soda (old)",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (8g),32.64,0.7,0.73,5.86
"Biscuit, wafer",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Cube/Square (4g),20.28,0.24,1.13,2.3
"Biscuits, high calcium",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Packet (27g),136.08,1.84,6.45,17.66
"Bread roll, wholemeal",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (90g),229.95,9,2.61,39.6
"Bread, brown, toasted",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (23g),66.08,2.67,0.69,11.48
"Bread, butterscotch-flavoured",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (38g),125.4,3.61,3.65,19.57
"Bread, chocolate chip",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (38g),118.94,3,2.55,20.9
"Bread, french",CEREAL AND CEREAL PRODUCTS,Breads and rolls,1 portion (136g),393.04,16.05,2.45,76.7
"Bread, ryemeal",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Cube/Square (30g),77.37,3.15,0.45,15.12
"Bread, white",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (336g),860.08,32.59,3.36,174.72
"Bread, white, aerated, high protein",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (21g),53.55,2.92,0.61,8.95
"Bread, wholemeal, toasted",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (25g),70.7,2.63,0.9,12
"Bread, with banana and walnut",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (40g),124.8,4.72,2.48,21.96
"Breakfast cereal, mixed, contains whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),96.6,2.61,1.67,19.38
"Bulgar, cooked",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (182g),151.06,5.61,0.44,25.63
"Bulgur, dried",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (180g),580.91,17.82,3.06,108.18
"Bun, chicken curry",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (78.5g),214.31,6.36,6.75,31.79
"Bun, custard",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (63g),178.29,5.86,5.42,24.7
"Bun, fruit, glazed",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (80g),207.66,5.52,3.2,37.92
"Bun, melon",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (61g),186.05,5.06,5.8,26.41
Butter cookies,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (6g),30.42,0.35,1.49,3.9
Butter roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,1 portion (28g),88.76,2.32,2.24,14.84
"Cake, plain, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (40g),141.3,3.28,6.12,18.76
"Castella cake, cheese-flavoured",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Whole (597g),1629.81,61.49,88.18,147.46
"Cereals, ready-to-eat, muesli, dried fruit and nuts",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Cup (85g),289,8.25,4.17,59.93
Cheese and ham bun,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Piece (85g),250.75,9.86,9.95,30.6
Cheese prata bomb,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Piece (358g),895,18.97,51.23,89.86
"Cheesecake, baked",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (68g),216.92,5.24,15.84,13.26
Chocolate chip cookie,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (20g),88.8,1.1,4.38,11.22
Cooked beehoon,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (176g),191.84,1.58,0.35,43.82
"Cookie, cornflake",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (7g),37.31,0.46,2.22,3.87
"Cookie, sesame seed",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (5g),21.15,0.43,0.43,3.91
"Corn stick, chocolate flavoured",CEREAL AND CEREAL PRODUCTS,Grains and flours,Packet (15g),78.9,0.78,4.32,9.23
"Cracker, high fat, small, round biscuit sprinkled with salt",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (14g),68.16,1.06,3.33,8.5
"Cupcake, iced, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (40g),148.61,1.88,5.96,22.36
Danish pastry,CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Piece (54g),224.64,4.48,11.88,24.35
Digestive biscuit,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (10g),48.8,6,2.11,6.87
"Dough, yeast",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (199.6g),738.48,24.75,12.18,132.33
Easy crispy coating flour,CEREAL AND CEREAL PRODUCTS,Grains and flours,Packet (44g),143.88,6.78,0.31,28.56
"Eclair, chocolate, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Piece (70g),273.3,4.41,18.34,22.89
Fish curry mix,CEREAL AND CEREAL PRODUCTS,Grains and flours,Packet (119g),517.65,18.09,22.25,61.4
"Flour, arrowroot",CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (9g),31.28,0.01,0.02,7.61
"Flour, soyafluff soy",CEREAL AND CEREAL PRODUCTS,Grains and flours,Gram (1g),2.89,0.53,0.01,0.16
"French toast, frozen",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Piece (59g),125.67,4.37,3.6,18.94
Fried fish and beef bento (tested beef only),CEREAL AND CEREAL PRODUCTS,Grains and flours,1 portion (456g),665.76,101.48,70.69,28.73
Fried fish porridge,CEREAL AND CEREAL PRODUCTS,Grains and flours,Bowl-soup (16 and 1/2 cm) (865g),596.85,38.93,19.98,64.88
"Hoshisoba, boiled",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Gram (1g),1.16,0.05,0.01,0.22
"Ice cream cones, cake or wafer type",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (4g),16.68,0.32,0.28,3.04
Instant cereal,CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Tablespoon (10g),38.97,0.79,1.01,6.68
"Laksa noodles, cooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),278,0.36,0.18,68.8
"Mee sua, cooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (100g),190,13.9,0.9,31.6
"Muffin, english, toasted",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",One half (72g),159.87,7.85,1.08,29.23
"Noodle snack, chicken flavoured, dried",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Packet (30g),136.8,3.3,4.68,20.37
"Noodles, egg, cooked, unenriched",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (160g),220.8,7.2,3.36,38.34
"Noodles, instant, shrimp tanmen, with seasoning, uncooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Packet (85g),379.95,8.42,14.96,53.98
"Noodles, laksa, thick, dried",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Piece (128g),443.9,10.24,0.26,100.1
"Noodles, laksa, thick, wet",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (118g),182.75,0.24,0.12,45.08
"Noodles, rice",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (141g),177.6,0.85,0.42,42.58
"Pancake, home prepared",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Piece (80g),182.78,6.32,6.24,24.56
"Pandan bread, enriched",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (28g),74.76,3.39,0.9,13.27
"Pasta, egg, boiled, without salt",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (200g),287.56,11.4,1.2,54.8
"Pasta, white, dried",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Cup (100g),334.44,10,1.4,67.6
"Pastry, shortcrust, commercial, baked",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Whole (155g),757.59,11.16,45.72,74.25
"Pizza, tomato and cheese",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (58g),157.18,2,3.25,30.74
Plain aglio aglio,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Plate-23cm (266g),340.48,13.3,10.4,48.68
"Pop corn, buttered",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (30g),141.17,2.73,7.32,14.88
Popiah skin,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Piece (10g),22.71,0.84,0.1,4.57
Pork chop with spaghetti,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Plate-23cm (406g),458.78,34.1,17.86,39.79
"Rice bran, coarse",CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (10g),17.3,0.39,0.22,3.43
"Rice bran, fine",CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (8g),30.08,1.02,1.26,3.66
"Rice, puffed",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (21g),68.25,1.58,0.02,15.46
"Rolls, hamburger or hotdog, plain",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",1 portion (43g),119.97,4.09,1.86,20.36
"Semolina, cooked",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (245g),74.95,2.45,0.25,15.44
"Tart, custard, individual, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Piece (135g),340.4,8.1,16.88,39.02
Thai basil beef (meat only),CEREAL AND CEREAL PRODUCTS,Grains and flours,Plate-16cm (141g),190.63,17.03,14.28,6.42
"Tortillas, ready-to-bake or -fry, flour",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Piece (30g),93.6,2.49,2.34,14.49
Vegetable U-Mian,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (989g),534.06,25.71,12.86,78.13
Vegetarian chicken,CEREAL AND CEREAL PRODUCTS,Grains and flours,Piece (15.11g),29,2.49,1.89,0.5
Vietnamese fresh spring roll,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Piece (61.2g),78.95,21.7,44.72,53.82
Weet-Bix (original),CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Piece (15g),52.8,1.8,0.21,10.05
Wheat germ,CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (6g),18.39,1.34,0.42,1.78
"Century egg, whole",EGG AND EGG PRODUCTS,"Duck eggs (eg salted, century)",Whole (115g),189.75,15.99,10.7,7.48
Egg powder,EGG AND EGG PRODUCTS,"Others (eg turtle eggs, egg substitutes)",Gram (1g),4.44,0.56,0.13,0.22
"Egg white, dried",EGG AND EGG PRODUCTS,Hen eggs,Gram (1g),3.82,0.81,0,0.08
"Egg, duck, whole, salted",EGG AND EGG PRODUCTS,"Duck eggs (eg salted, century)",Whole (67.3g),127.88,8.55,8.55,4.24
"Egg, duck, yolk, salted",EGG AND EGG PRODUCTS,"Duck eggs (eg salted, century)",Whole (17g),96.56,3.88,9.01,0
"Egg, hen, poached",EGG AND EGG PRODUCTS,Hen eggs,Whole (50g),74.93,6.15,5.6,0.15
"Egg, hen, scrambled with whole milk, butter and pepper",EGG AND EGG PRODUCTS,Hen eggs,Tablespoon (20.55g),33.5,2.14,2.77,0.08
"Egg, hen, white, hard boiled",EGG AND EGG PRODUCTS,Hen eggs,Whole (29g),14.14,3.36,0,0.12
"Egg, hen, whole, hard boiled",EGG AND EGG PRODUCTS,Hen eggs,Whole (55g),83.08,7.26,6,0.17
"Egg, hen, yolk, hard boiled",EGG AND EGG PRODUCTS,Hen eggs,Whole (17g),58.91,2.74,5.39,0.03
Eggs benedict,EGG AND EGG PRODUCTS,Hen eggs,Plate-23cm (291g),669.3,31.72,49.38,24.44
Hong kong egglets,EGG AND EGG PRODUCTS,Hen eggs,Piece (141g),445.56,11,12.97,71.06
"Omelette, plain",EGG AND EGG PRODUCTS,Hen eggs,1 portion (24g),39.69,2.93,3.14,0
"Omelette, yolk free egg mix, pan fried in butter",EGG AND EGG PRODUCTS,"Others (eg turtle eggs, egg substitutes)",1 portion (120g),205.35,12.72,15.36,4.68
"6-Inch Honey Oat Bread, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (80g),231.2,8.8,2.9,39
"6-Inch Italian (white) Bread, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (67g),192.29,6.7,2.4,
"6-inch Oven Roasted Chicken Breast Sandwich, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (230g),305.9,23,5.29,40.94
"Apple pie, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Piece (85g),232.05,1.7,,26
Beef burger with cheese,FAST FOODS,All fast food outlets in alphabetical order,Whole (118g),300.12,,12,32
"Burger, double whopper with cheese, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Piece (375g),997.5,52.5,63.98,44.7
"Cheeseburger, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (133g),380.38,,19.7,27.81
"Chic Delite 10"" Regular Crispy Thin Pizza, Pizzahut",FAST FOODS,All fast food outlets in alphabetical order,Whole (61g),140.3,9.15,4.1,
"Chicken nuggets, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Piece (17g),55.25,3.06,2.5,2.67
"Chicken, breast, KFC, hot and crispy",FAST FOODS,All fast food outlets in alphabetical order,Piece (160g),390.4,30.4,,13.6
"Chicken, breast, KFC, original recipe",FAST FOODS,All fast food outlets in alphabetical order,Piece (178g),380.92,40.94,21.54,10.09
"Chicken, colonel's crispy strips, KFC",FAST FOODS,All fast food outlets in alphabetical order,Gram (1g),3.23,0.19,0.19,0.19
"Chicken, thigh, hot and crispy, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (142g),399.02,25.56,,13.11
"Chicken, wing, hot and crispy, KFC",FAST FOODS,All fast food outlets in alphabetical order,Piece (58g),190.24,,17.5,6
"Coleslaw, KFC",FAST FOODS,All fast food outlets in alphabetical order,Cup (80g),98.4,,7,7.7
"Corn Cup, 3Oz, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Cup (85g),60.35,,1,11
"Deli Style Roll, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (58g),164.72,5.22,,29
"Double Cheeseburger, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (225g),564.75,,28.58,33.01
"Egg, scrambled, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Whole (94g),199.28,13.01,15.21,
"Filet-o-fish, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Whole (136g),350.88,13.6,15,
"Fish and chicken dinner, Long John Silver's",FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (110g),224.26,8.58,13.2,
"Fish and fryer, Long John Silver's",FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (111g),270.87,13.65,15.21,
"Fish dinner, Long John Silver's",FAST FOODS,All fast food outlets in alphabetical order,1 portion (85g),186.9,7.4,11.05,14.62
"Fish, breaded, fried, Long John Silver's",FAST FOODS,All fast food outlets in alphabetical order,Piece (85g),170,11,11,11.99
"French fries, large, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Packet (140g),441,5.6,,55.01
"French fries, medium, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Packet (116g),373.52,3.48,19,
"French fries, small, salted, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Packet (63g),208.53,2.52,11.7,38.3
"Ham Salad, Subway",FAST FOODS,All fast food outlets in alphabetical order,Bowl-dessert (15 cm) (344g),113.52,10.32,,13
Hamburger,FAST FOODS,All fast food outlets in alphabetical order,Whole (104g),252,,8,30
"Hamburger, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (123g),338.25,,14.97,30.89
"Hamburger, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Whole (104g),264.16,12.48,8.49,
"Hash Brown, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Packet (71g),232.17,2.13,,20.95
"Honey, Mc Donald's",FAST FOODS,All fast food outlets in alphabetical order,Tablespoon (21g),67.2,0.08,,16.72
"Ice cream, sundae, hot fudge, McDonalds'",FAST FOODS,All fast food outlets in alphabetical order,Cup (165g),333.3,6.6,7,
"Meat Galore 10"" Regular Crispy Thin Pizza, Pizzahut",FAST FOODS,All fast food outlets in alphabetical order,Whole (61g),176.29,10.98,8.3,13.7
"Milkshake, vanilla, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Cup (360g),388.8,14.4,9,67
"Mini Italian (white) Bread, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),127.8,4.95,2,23
"Mini Wheat Bread, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (46g),126.96,5.06,,21
"Oatmeal Raisin Cookies, Subway",FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),199.8,3.15,,30
"Original Whopper Burger with cheese, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (340g),850,37.4,52.12,53.38
"Original Whopper Junior Burger with Cheese, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Whole (185g),462.5,20.35,28.36,
"Pizza, pan, pepperoni, Pizza Hut",FAST FOODS,All fast food outlets in alphabetical order,Slice (95g),271.7,11.59,11.59,
"Pizza, pepperoni topping, regular crust",FAST FOODS,All fast food outlets in alphabetical order,Slice (108g),298.08,13.32,,32.4
"Pizza, thin n crispy, supreme, Pizza Hut",FAST FOODS,All fast food outlets in alphabetical order,Slice (100g),258,12.15,11.5,
"Potato, mashed, with gravy, KFC",FAST FOODS,All fast food outlets in alphabetical order,Cup (95g),51.3,1.9,,10.4
"Quarter Pounder with Cheese, McDonald's",FAST FOODS,All fast food outlets in alphabetical order,Whole (199g),513.42,29.03,28.3,
